"","Sample Background Report Timestamp","Filename","Start Time","End Time","Total Events","Total Cells","Y89 Median","Nb93 Median","Pd102 Median","Rh103 Median","Pd104 Median","Pd105 Median","Pd106 Median","Pd108 Median","Pd110 Median","In113 Median","In115 Median","Sn120 Median","I127 Median","Xe131 Median","Cs133 Median","Ba138 Median","La139 Median","Ce140 Median","Pr141 Median","Nd142 Median","Ce142 Median","Nd143 Median","Nd144 Median","Nd145 Median","Nd146 Median","Sm147 Median","Nd148 Median","Sm149 Median","Nd150 Median","Eu151 Median","Sm152 Median","Eu153 Median","Sm154 Median","Gd155 Median","Gd156 Median","Gd158 Median","Tb159 Median","Gd160 Median","Dy161 Median","Dy162 Median","Dy163 Median","Dy164 Median","Ho165 Median","Er166 Median","Er167 Median","Er168 Median","Tm169 Median","Er170 Median","Yb171 Median","Yb172 Median","Yb173 Median","Yb174 Median","Lu175 Median","Lu176 Median","Yb176 Median","Ta181 Median","Os189 Median","Ir191 Median","Os192 Median","Ir193 Median","Pt194 Median","Pt195 Median","Pt196 Median","Pt198 Median","Pb208 Median","Bi209 Median","Sum of Medians"
"1",2018-05-30 16:09:45,"test.fcs","05-Oct-2017 11:52:17","05-Oct-2017 11:54:17",56413,48484,124.580226898193,0,0,9.7080774307251,0,0,0,0,0,0,19.4716472625732,0,0.490967497229576,0,0,22.2962703704834,0,0,0.399609997868538,0,0,0,0,4.034916639328,0,2.5271635055542,0,1.34445250034332,0,0,0,0,10.2123260498047,0.353491008281708,0,0,0,0,0,1.83831149339676,1.77694648504257,0.00443800003267825,0,0,1.01071900129318,0,1.64262253046036,4.45879650115967,7.36864805221558,86.5411834716797,4.34114694595337,0.965521484613419,51.9643363952637,12.5037631988525,12.4749135971069,0,15.5347995758057,98.6595268249512,45.5116863250732,179.793724060059,0.815713495016098,0,0,0,0,0,722.62594659836
