"QC Reporter Version","QC Report Timestamp","Filename","Start Time","End Time","Total Events","Total Cells","Ir193 Median","Ir193 vs Time","Total Beads","Eu153 Median","Eu153 rCV","Ce140 Median","Gd156 Median","Oxide%","Eu153 vs Time","Lu175 Median","Lu176 Median","Ratio Lu175/Lu176","Abnormal Gating"
"QCToolkit_v170622",2018-07-13 17:06:54,"test.fcs","26-May-2017 11:07:06","26-May-2017 11:23:43",347713,231488,3399.07556152344,-0.0256251972543203,3406,2609.61657714844,15.2100682295553,2225.38891601562,26.085638999939,0.0117218337937277,-0.231162444092465,2070.42602539062,19.024772644043,108.827898452648,"False"
